valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,pop,incValue,valueYearCumSum,valueMean3y,trend,prct,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
cases,2019,year,OW,canton,all,agegroup_food,all,33.0,37930.0,87.0,,32.7,,0.5,,,,,True
cases,2019,year,SG,canton,all,agegroup_food,all,342.0,510734.0,66.96,,352.0,,4.7,,,,,True
cases,2019,year,SH,canton,all,agegroup_food,all,56.0,82348.0,68.0,,66.7,,0.8,,,,,True
cases,2019,year,SO,canton,all,agegroup_food,all,225.0,275247.0,81.74,,237.0,,3.1,,,,,True
cases,2019,year,SZ,canton,all,agegroup_food,all,138.0,160480.0,85.99,,128.7,,1.9,,,,,True
cases,2019,year,TG,canton,all,agegroup_food,all,167.0,279547.0,59.74,,180.0,,2.3,,,,,True
cases,2019,year,TI,canton,all,agegroup_food,all,314.0,351491.0,89.33,,297.3,,4.3,,,,,True
cases,2019,year,UR,canton,all,agegroup_food,all,25.0,36703.0,68.11,,32.3,,0.3,,,,,True
cases,2019,year,VD,canton,all,agegroup_food,all,772.0,805098.0,95.89,,734.7,,10.7,,,,,True
cases,2019,year,VS,canton,all,agegroup_food,all,419.0,345525.0,121.26,,404.7,,5.8,,,,,True
cases,2019,year,ZG,canton,all,agegroup_food,all,117.0,127642.0,91.66,,100.7,,1.6,,,,,True
cases,2019,year,ZH,canton,all,agegroup_food,all,1144.0,1539275.0,74.32,,1150.3,,15.8,,,,,True
cases,2019,year,unknown,canton,all,agegroup_food,all,8.0,,,,10.0,,0.1,,,,,True
cases,2020,year,AG,canton,all,agegroup_food,all,426.0,694072.0,61.38,,458.3,,7.1,,,,,True
cases,2020,year,AI,canton,all,agegroup_food,all,10.0,16293.0,61.38,,11.3,,0.2,,,,,True
cases,2020,year,AR,canton,all,agegroup_food,all,22.0,55309.0,39.78,,29.7,,0.4,,,,,True
cases,2020,year,BE,canton,all,agegroup_food,all,696.0,1043132.0,66.72,,794.3,,11.6,,,,,True
cases,2020,year,BL,canton,all,agegroup_food,all,244.0,290969.0,83.86,,307.3,,4.1,,,,,True
cases,2020,year,BS,canton,all,agegroup_food,all,152.0,196735.0,77.26,,173.0,,2.5,,,,,True
cases,2020,year,CH,country,all,agegroup_food,all,6004.0,8670300.0,69.25,,6965.3,,99.4,,,,,True
cases,2020,year,CHFL,CHFL,all,agegroup_food,all,6042.0,8709355.0,69.37,,7007.7,falling,100.0,-1211.0,-14.53,-17.3,7268.0,True
cases,2020,year,FL,country,all,agegroup_food,all,38.0,39055.0,97.3,,42.3,,0.6,,,,,True
cases,2020,year,FR,canton,all,agegroup_food,all,250.0,325496.0,76.81,,311.7,,4.2,,,,,True
cases,2020,year,GE,canton,all,agegroup_food,all,427.0,506343.0,84.33,,534.0,,7.1,,,,,True
cases,2020,year,GL,canton,all,agegroup_food,all,33.0,40851.0,80.78,,27.3,,0.5,,,,,True
cases,2020,year,GR,canton,all,agegroup_food,all,135.0,200096.0,67.47,,146.0,,2.2,,,,,True
cases,2020,year,JU,canton,all,agegroup_food,all,84.0,73709.0,113.96,,93.0,,1.4,,,,,True
cases,2020,year,LU,canton,all,agegroup_food,all,260.0,416347.0,62.45,,303.0,,4.3,,,,,True
cases,2020,year,NE,canton,all,agegroup_food,all,154.0,175894.0,87.55,,179.3,,2.6,,,,,True
cases,2020,year,NW,canton,all,agegroup_food,all,20.0,43520.0,45.96,,36.3,,0.3,,,,,True
cases,2020,year,OW,canton,all,agegroup_food,all,29.0,38108.0,76.1,,28.7,,0.5,,,,,True
cases,2020,year,SG,canton,all,agegroup_food,all,274.0,514504.0,53.26,,332.7,,4.6,,,,,True
cases,2020,year,SH,canton,all,agegroup_food,all,51.0,83107.0,61.37,,59.7,,0.8,,,,,True
cases,2020,year,SO,canton,all,agegroup_food,all,179.0,277462.0,64.51,,220.3,,3.0,,,,,True
cases,2020,year,SZ,canton,all,agegroup_food,all,98.0,162157.0,60.44,,117.3,,1.6,,,,,True
